983,10.850000,983,10.860000,0.000382,adjust-accuracy
983,10.860000,796,8.850000,0.347857,trim
796,8.850000,121,8.540000,0.173192,simplify
6730,18.220000,6730,18.220000,0.002350,adjust-accuracy
6730,18.220000,6137,16.230000,1.453478,trim
6137,16.230000,133,15.600000,2.332090,simplify
6282,18.350000,6282,18.350000,0.000000,adjust-accuracy
6282,18.350000,5558,16.350000,2.512070,trim
5558,16.350000,140,15.700000,2.634723,simplify
